Feedback,Category,Sentiment
Sept 1: PS4 game consoles may experience issues accessing certain network services. IT is aware of the issue and is actively working on it.,Others,Neutral
T-ARA SEXY LOVE's official broadcasting activities on October 14 has the end at Inkigayo. Many fans love and support is appreciated.,Faculty,Positive
"""One class tomorrow, done at 11 and then going home. Ready to witness an Oklahoma upset on Saturday! """,Academics,Positive
"where tom green stages his gags as assaults on america's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval .",Others,Negative
"""Kim Kardashian and Kanye West welcomed a baby boy on Saturday, but as of Sunday night, the pair hadn't decided on a name for their""",Hostel,Positive
CULTURE (Down Town\u002c Mon 23\u002c 1:00pm): Come celebrate spanish literature at World Book Day by the Cervantes...,Others,Positive
Laboratory facilities support both undergraduate and graduate research programs,Facilities,Positive
Sports bars. I've been to good ones and bad ones. Champions located in the Marriott City Center is right in the middle. Nothing to write home about but it has all the basics. \n\nWant to catch a game? There are plenty of TV's around. The weird thing is that every screen was tuned to the same game wh,Facilities,Neutral
"Wow...if you are familiar with the Omni in San Diego, or Dallas DO NOT come here expecting the same!! I would like to say this is a Holiday inn dressed up in a high rise but that would be doing a disservice to the Holiday Inn! The hotel feels old, rooms are tiny, and mustier than your grandma's base",Administration,Negative
This will probably help Erdogan in the new elections.,Faculty,Positive
Colby Robak gets credit for 2nd assist on Rampage first goal. 1-1 tie\u002c Aeros in San Antonio\u002c halfway through the first.,Academics,Neutral
It is disappointing that there is too much emphasis on rote memorization rather than conceptual learning.,Academics,Negative
Friends! Come out this Friday 9/11 as Justin takes the stage for a super fun and charitable event... click below!,Others,Positive
"A delightful (and free?) way to spend the afternoon. The grounds are beautiful, and the architecture is great, and the nearby Frick Park is a wonderful walk. It is quite a gem in the middle of this city. Didn't tour the Clayton (reservation needed), so can't comment on that building.",Facilities,Positive
Attendance policies are enforced selectively and cause confusion.,Academics,Negative
Upset Ohioans: Can we name the Rock N Roll Hall of Fame after Sarah Palin and call it even?,Facilities,Negative
"Freindly staff....good cheese....can't wait to try the aftermentioned \""#7\""",Administration,Neutral
We came here to celebrate my college graduation. I looked at TripAdvisor for a Italian restaurant good for kids and for special celebrations. That lead me to Mama's. However..... obviously people reviewing here and giving 5 stars don't know about Italian culinary. The restaurant menu includes a brie,Mess,Negative
""" to support Gay Marriage, Women's Choice, States Rights &amp; the 2nd Ammendment at the same time. Too much freedom?""",Faculty,Negative
In case you didn\u2019t spot it\u002c Greys Anatomy is back next Wednesday at 10 on Living //,Hostel,Negative
did you do it via the website? Igot a instant response Monday from Oldham with a new complaint (15 days response to rest),Administration,Neutral
Last night when I told my dad he'd be hearing about the premiere tomorrow if he watched E News ... ~certainly didn't imagine like this :(,Hostel,Negative
I mean 6th to 2nd of course ... 2nd to Maillot Jaune tonight !!! Go Cadel !!!,Academics,Positive
"On balance, teaching load is distributed among faculty though balance could be better managed",Faculty,Neutral
"""The anti-semitism, the misogyny, and the support for IRA and Islamist terrorism.",Faculty,Negative
then stay home either way d: go watch Ant-Man tomorrow or something lol It's just what I'd do.Of course it's still up to you,Academics,Neutral
Students appreciate that faculty members are always available during office hours for student queries.,Faculty,Positive
if we did this we would be tackled by security run over by niall &amp; then have him tweet how much he hates us,Hostel,Negative
"My husband and I stayed at the Best Western Parkway Center Inn for a U2 Concert at Heinz Field. We realized that the room was going to be extremely small based on the reviews, but I think I was taken aback as to how small it really was. The hotel was clean on both the inside and outside. Although ou",Hostel,Neutral
a movie that hovers somewhere between an acute character study and a trite power struggle .,Academics,Negative
in Europe country comes 1st b4 club. Incase in missed it Welbeck is on 7goals in all competition.,Others,Neutral
It's exciting to be in Israel when tomorrow there will be a general strike. I hope it helps workers in Israel!,Others,Positive
Campus sustainability office implements policies without considering student input.,Administration,Negative
"""Kenny Lofton, who makes his debut on the Hall of Fame ballot today, is the 1st former to ever appear on a HofF ballot.""",Facilities,Neutral
"I was very impressed with Nakato. We went on a Friday night, and it was pretty busy. My girlfriend and I ordered sushi at the sushi bar, along with gyoza appetizer and some fried rice. The sushi was very fresh and flavorful (I had a Carolina roll as well as a spicy tuna roll, and they were great!).",Hostel,Positive
Maya Rudolph performs Prince songs at Brooklyn Bowl this Thursday night 9/20\u002c backed by the Roots!,Hostel,Neutral
AJ will you follow me for my birthday? Also looking really forward to seeing y\u2019all Nov 10! :) my first college game :),Others,Positive
Alumni engagement is present but could be strengthened for better outcomes,Others,Neutral
Career counseling sessions are organized regularly and are genuinely helpful.,Others,Positive
Getting off of Twitter for tonight im gonna get on Tumblr then bed goodnight oh yeah & I WON\u2019T BE HERE THIS WEEKEND SO NO TWITTER TIL SUNDAY,Hostel,Negative
"The bar staff is great, but the food quality has definitely taken a downward turn over the past year. I was recently at the bar and was overcome by a foul smell. For those of you that know what Urnex is, that's exactly what I thought (and hoped) it was. Alas, I was told by the bar staff that it was",Mess,Neutral
4 days until VintageNOW. We want to raise a bundle for the Safe House for Women. Support us by attending 0ct 30th.,Faculty,Positive
I wonder will sting get back an Seth Rollins mind like the in Monday night raw,Hostel,Neutral
"Stinky, black mold on peeling wall paper, peeling gross paint all over hotel room door. Scary place.",Hostel,Negative
I don't like this place at all. The staff here is always rude and has no sense of care at all for their business. A couple years ago I had heard they smoke over making their pizza. All of their employees tend to be shady. I don't recommend at all.,Administration,Negative
This place offers really poor service. The waitstaff go out of their way to not help you. This has happened to many people I know multiple times. We put up with it so we could get the brunch. We stopped going after we got some serious attitude from our waiter. He was flat out rude and upset my frien,Faculty,Negative
Had the pasta special last night at Mama's and it was unreal.  Pure breast meat chicken bolognese in a tomato sauce with perfectly cooked rigatoni. Chef Drew hits another home run.,Hostel,Positive
Bad service and mediocre food served cold.  If you have a large group and want to get together for lunch you would be better off bringing a bag lunch and meeting in a park. \n\n We made reservations but it took 30 minutes for our order to be taken and the food didn't show until an hour later at whic,Mess,Negative
I recently got oddly misty-eyed over that night George Osborne sat in the wrong carriage,Hostel,Negative
loving my new iPhone 6 from T-Mobile I'm in love with iOS! Can't wait for the Sept 9th event,Others,Positive
"Labor Day may be past, but we still have plenty of grilling weather ahead. One of the many joys of living in...",Hostel,Neutral
This Apple event makes me sad about landfills filled w/old iPhones but they I just remember the sun will go nova someday &amp; I'm ok again!,Others,Neutral
Saturday night = horror movie marathon night with friends. The Devil Inside. Done. The Ring. Next up.,Hostel,Neutral
"""No doubt, George Osborne dreams Daniel Craig will play him in the biopic. All (dyed) Lego hair + macho black jackets.",Faculty,Positive
I like the beer selection and love the Colorado beer connection since I have roots from there. However the food side needs a little work. More pizza selections and sizes wouldn't hurt would they? Appetizers aren't bad in general. Overall it's a decent place to go for a chain joint.,Others,Neutral
this dubious product of a college-spawned ( colgate u . ) comedy ensemble known as broken lizard plays like a mix of cheech and chong and chips .,Others,Negative
serving sara is little more than a mall movie designed to kill time .,Mess,Negative
Of course difference is came clean. Shoeless Joe fans contended he was innocent and he may have been,Academics,Neutral
"yesterday was recovery swim after a half marathon. Tonight's yoga. Tomorrow, going to a new run club! :) """,Others,Positive
"Didn't mind the high price! Dropped my vehicle off a week ago and am still waiting. Every time I call it's 30 more minutes.\n Will not be going back for any service. Even though I was referred by a friend of the owner, I never let them know that. \n Your experience will be like this! You walk in and",Others,Negative
"""Pearl Jam's Jeff Aments new project RNDM, here's the first single Modern Times, album 'Acts out Oct 26th",Academics,Neutral
"""Don't miss the Christmas Cup!BST vs Nottingham University Medics Football Club!Friday 18/12 at 9pm, field Forza e Coraggio in Milan!""",Others,Neutral
"I REAAAALY wanted to have one of the best steaks in a while, but it just wasn't that great.  I'd give the food 4 stars at best, but the price was utterly ridiculous.\n\nIt was quite a busy night when I walked in this dimly lit restaurant with very prestigious decor.  We had reservations and were sea",Hostel,Neutral
A common issue is that teaching methods are monotonous and fail to engage students in active learning,Faculty,Negative
Saturday morning domestic bliss is wife teaching 14y son how to play the theme song of Game of Thrones on the piano,Faculty,Positive
dear lord please make my dreams come true and get a Justin Bieber follow I've been a belieber since 1st grade now I'm in 7,Academics,Positive
Health services staff are caring and provide quality medical care on campus.,Administration,Positive
i would do anything for meet&amp;greets for Ed Sheeran's Toronto show on september 20th. any way you can help?,Faculty,Positive
"Having never been to Pittsburgh and in need of a sports bar to watch college football, my hubby and I ventured off away from our hotel room downtown to find Sports Rock Cafe.\n\nThe girls who wait on you bounce around in mini referee shorts, tight striped t-shirts and tennis shoes.  They are young a",Facilities,Neutral
"Great place to go at 3 am when your hammered and just want some food. Ritters only takes cash and the service can be extremely terrible sometimes. However, they are open 24 hours and will serve you breakfast. I think they've seen enough of their share of drunken idiots like us that they're used to i",Mess,Neutral
"""STRAIGHT OUTTA COMPTON: Come for the great first act, stay for Ice Cube writing FRIDAY on his laptop saying """"I'm killing this screenplay!""""""",Hostel,Neutral
"well Migos, Fetty Wap, Omarian, Kid Ink, August Alsina, Young Thug, and CHRIS BROWN put on quite the show last night",Hostel,Positive
feeling the most convincing explanation is that it was the starting point of the Charlie Hebdo march,Faculty,Neutral
The principal is unapproachable and students feel unheard by management.,Administration,Negative
I liked \u2019Kendrick Lamar - The Rave / Eagles Club - September 22\u002c 2012 ...\u2019 in the The Rave / Eagles Club App,Others,Positive
"""Be back from the gym in the 10th minute I said, you won't miss much of the Atleti game I said...""",Facilities,Neutral
This is a sorority ran facility. I was uncomfortable the majority of the time I was there. Lots of pool tables is nice. The clientele is all male and I'm not surprised with the staff they have. I will not go back to this Baileys/Fox and the Hound.,Facilities,Negative
"I can't wait for Donald Trump to get elected president and then end the oath of office with ""live from New York, it's Saturday Night!""",Administration,Positive
Administrative offices maintain regular business hours throughout the academic year.,Administration,Neutral
We have a busy Saturday coming up at Knollwood! Our experts will be on hand to help you find the perfect academy...,Faculty,Positive
"""my English teacher has very long, thick hair and I hope he puts it up in leias buns for Star Wars day at school tomorrow""",Faculty,Positive
"Came here a year or so ago to meet some friends... overall not a good experience.  There were 4 of us and I don't think one plate was cleared or drinks refilled, it was a slow weeknight as well.  So yes that could have just been bad luck with the waitress, but food is sub-par and atmosphere is well.",Others,Negative
Customer service is lacking and parking limited but to be expected in the Strip... Irish creme hot chocolate was surprisingly tasty,Facilities,Neutral
Last hectic day in office b4 3 weeks in ASIA. 1st to IFEAT in Singapore. Then Taiwan\u002c HK\u002c CHINA.Then 3 wks of jet lag!Gets to me every time!,Administration,Neutral
Dang and Patrick Kane too... Jay Cutler and Kris Bryant should lock themselves in a panic room when not on the field,Hostel,Negative
Congress Vice-President Rahul Gandhi had a tough time on Wednesday during his interaction with girl students of...,Faculty,Neutral
"The airport is large which means that you will most likely be walking quite a ways to get to your gate.  That being said, it's a well organized airport with clear signs for guidance.  The bathrooms are clean and have attendants who offer toiletry if needed.  \n\nI love the rocking chairs sprinkled t",Faculty,Positive
"""Unusually it's a Friday sitting in Parliament. is bringing an EU referendum Bill, I'm here to support!",Faculty,Positive
If someone rates this less than a 4 then they probably should not be grading a fine dining restaurant.  \n\nBlue has an excellent atmosphere that is light and whimsical.  It is formal but not what I would call over the the top.  Do dress nice though!\n\nStaff is obviously experienced and they know h,Faculty,Positive
The alumni network is strong and mentors current students generously.,Others,Positive
That guy from Sunday night was actually the double of Sam Smith,Hostel,Neutral
Food was good at this location... Morning service was the worst ever... Don't stop here if your in a rush in the morning take my word for it.,Mess,Neutral
Faculty research facilities and resources are shared generously with students,Faculty,Positive
"excatly: Jews had a 2nd-class status, the same as Christians. Were """"Dhimmi"""" in muslim countries.""",Academics,Neutral
"I have had Chinese food in a bunch of different cities, including NYC and San Francisco to name a few. So far I have not found a good Chinese food place here in Charlotte. If you go to Soho for pick up don't follow their address to the T because it is actually on the other side of the building next",Facilities,Negative
Scorcher Fest returns to the Duke again for a huge day of LIVE music! This years RECORD 180 ACTS! Sunday 18th...,Others,Positive
Happiest Baby on the Block Class is being offered at National Nanny Training Day April 28th,Academics,Positive
"Went yesterday after my daughter's college graduation.  When the grad ceremony ran longer than expected, I called the hostess to let her know we had been delayed but were departing and hoped to be there soon.  As we were sitting in traffic, I received a call from a man who identified himself as the",Others,Negative
"The service was nice, the front desk girls were eager to help.  The rooms are relatively clean, they include mini fridges and freezers.  The TVs have RCA inputs only, but the wireless service is decent.  There is a Jack in the Box and Waffle House within a hundred yards, so there is always an option",Faculty,Neutral
"""timesofindia: JUST IN | Delhi court asks Sonia Gandhi, Rahul Gandhi, 5 other accused to appear before it on Dec 19 in case""",Facilities,Neutral
LIES. Isn't there a curfew in place?A quick google search indicates that this image was from the Charlie Hebdo march.,Hostel,Negative
"This was a really pleasant surprise.  The normal Friday night ritual erupted last night and that is finding a restaurant interesting enough for me and flexible enough for the lady's particular tastes.  She was going to be nice enough to go to \""Dish\"" although I know it's not one of her favs'.  Mant",Hostel,Positive
Students appreciate that mentors help students with internship and job placement preparation effectively.,Faculty,Positive
"""Watch: John Cena gets revenge on Jon Stewart, slams him to the ground via YES! DOWN JON STEWART UNDER THE MAT!""",Facilities,Neutral
"We participated in the music festival yesterday, and so of course spent time enjoying the park.  Overall, this is a confusing park to navigate & it is desperately in need of signage!  I overheard others having the same problem.  Specific problem is the incredibly poor customer service attitude.  No",Academics,Negative
"So according to Martial Law act, the 2016 election may not happen Obama might stay in office...",Administration,Neutral
"if there's one thing this world needs less of , it's movies about college that are written and directed by people who couldn't pass an entrance exam .",Academics,Negative
Computer labs have many non-functional systems that are rarely serviced.,Facilities,Negative
"just consider what new best friend does not have , beginning with the minor omission of a screenplay .",Others,Negative
"it was ok, the actual food was pretty good. the naan was nice, the seasoning on both of our dishes was very savory, however be warned medium is very very mild, that was our fault not there's.  My problem laid with the service and staff, the ambiance and the loud music.  The staff was grumpy the musi",Administration,Negative
"David Beckham Receives Legend of Football Award: At the charitable HMV Football Extravaganza event, on Tuesday...",Others,Neutral
much of the movie's charm lies in the utter cuteness of stuart and margolo . their computer-animated faces are very expressive .,Facilities,Positive
I'm going 2 be posting a tutorial that you asked me 2 do weeks ago in Minecraft. Take a look tomorrow &amp; sorry for the delay,Academics,Positive
"What a wonderful location!  My sister's future MIL hosted her bridal shower here and with 11 people, we had our own private room.  It was tastefully decorated and beautiful.  The Inn on Negley also has a private parking lot in the back meant for their guests but street parking is plentiful around th",Facilities,Positive
It's crazy how I listened to Frank Ocean again for the first time since 9th grade &amp; it's like I time skipped from 9th grade to now wtf,Academics,Positive
when we were in 3rd grade she stole my Valentine Day cards and crossed my name out and put hers on them n passed em out.,Academics,Negative
"Probably one of the better locations in Charlotte for this sandwich chain.  \n\nI don't know that there are bad choices on this menu.  None are 'the best thing I've ever eaten', but all are pretty darn good quality and are recommended.  There is plenty of seating in this location and the area stays",Mess,Neutral
It can be observed that the hostel is functional for academics but could offer a better atmosphere.,Hostel,Neutral
"Time Warner Cable is awful.  I really recommend looking elsewhere for your cable/internet before choosing them.\nI have had nothing but issues with my cable and internet since I had them, which has been about 3 years.  My internet will be slow for no reason atleast once a week, my cable will freeze",Facilities,Negative
"I treated my younger sister and kid brother out to dinner , to recognize their high PSSA scores and over all academic success so far this school year.  What can I say the kids just love this place.\n\nFor me the food was terrible.  I wouldn't even have cooked this way for an enemy. I got the cabo sh",Mess,Negative
"I'm in the market for a fun little scooter to have fun and commute on, and at the suggestion of a friend, I went to Bohn Cycle Shop to check out what they had in the shop. Immediately upon walking in, it took 15 minutes for someone to ask if we were helped. When I mentioned that I wanted to learn mo",Others,Negative
"Harris Grill is excellent if the weather is nice and there's a table on the patio.  The atmosphere inside is super bro-y.  Bring a group if you're going inside.\n\nTheir food is decent for a bar--I wouldn't go there for dinner, but for a bite with drinks, it's more than fine.  The mac & cheese goes",Mess,Neutral
Professors are passionate about their subjects and it shows in their delivery.,Faculty,Positive
Some faculty members lack organizational skills affecting course planning and delivery,Faculty,Negative
"This is the third Ruth Chris I've been to. The steak was delicious as usual, but the service and overall atmosphere was a little off. \n\nThe other locations I've visited have been located in casinos and I have to say they are more laid back and comfortable. You didn't feel like you had to whisper t",Others,Positive
"Went a year ago and had a great time, this time game was great we had tickets in the founders sections with the meal. Staff was new did really have their act together also rushed people out at the end of the night even with people backed up at the exits",Administration,Negative
"Y'all couldn't wait for 9/4 to make Beyonce bday a ""national holiday"". Ain't gone say sh*t Monday or any other relevant day though.",Administration,Neutral
"will give many ministers and bible-study groups hours of material to discuss . but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .",Academics,Negative
I didn't not go to this branch specifically but I am writing a review on Bank of America in general not happy with here customer service. When trying to say something they pretty much tell you are even though I have papers in front of me showing when stuff have gone through and they are telling that,Others,Negative
"and I once sat in a Walgreens parking lot attempting to sing Mariah Carey's ""My All"" and probably scared the neighbors",Facilities,Neutral
"Conor McGregor, Grade-A fighter &amp; Grade-A s**t talker. On December 12th, he's gonna take Aldo's belt.",Academics,Positive
A while back my Mom bought some donuts from here and they were really stale by the next day.  She called and mentioned something about it to them and they didn't even seem to care.  I like to try and support local business but with an attitude like they showed I have no use for them.  Doesn't seem t,Faculty,Negative
"""Father of dead Canadian reservist says son just wanted to help people: Kirby Tott, the Prince George reservist who died Saturday on b...""",Faculty,Neutral
November 14th Houston Improv GET YOUR TICKETS NOW Houston show is 1 month from today me n my celebrity friends will be in the building,Facilities,Neutral
"Dowd wooed me with its beautiful facilities, spacious women's health club, large pool, bank after bank of treadmills and ellipticals, and lovely views.  I've been a member for a month now, and although the excitement has worn off a little bit, I still get a thrill every time I breeze into the health",Facilities,Positive
"""Ice Cube one of the gods of nigga movies. He wrote Friday, Players Club, and All About the Benjamins, not to mention his acting credits""",Others,Positive
Hope David Cameron enjoys his breakfast tomorrow and isn't put off thinking about all the people he starves,Mess,Negative
Celebrating St George\u2019s Day\u002c the Bard\u2019s Birth Day or even World Book Day? April 23rd is a great day for history\u002c heritage & culture. Enjoy!,Others,Positive
there's no middle ground with her though. Her Jay-z insights used to veer off into the 3rd testicle range,Facilities,Negative
"I've been to the University area and Tyvola locations and this year we tried this one for my oldest sisters birthday dinner with the fam.  I found a buy 1 get 1/2 off coupon online and brought it with me.  It was pretty empty at 5:30 on a Wednesday, so no trouble getting a table and we were sat righ",Mess,Neutral
I would love to say that it's the food that gets me in the door... but it's more about the sense of history and nostalgia that captivates you when you walk into the building.\n\nThe food is okay. Not the absolute best in Charlotte... but also not the absolute worst. The lunch specials are the best d,Mess,Negative
Jazz and Celeste are seeing Jack White in London on Saturday and I shall be eating Nutella with a spoon,Mess,Neutral
"The owner could care less about customers. He is the rudest man. The food is so so. Nothing Cajun about it. They did not use our Groupon correctly. That was fine with us, but why couldn't the server tell us. Not just toss the bill on the table and walk away. Save your money and dine elsewhere. The C",Mess,Negative
"What makes a great leader? Discuss with at Wed Sept 9 @ 6:30 pm, Oracle, One Network Dr, Burlington, MA.",Others,Positive
Checked this place out while on vacation. They had pretty decent food but the atmosphere was very chain restaurant like. But great beer!,Mess,Neutral
Gay marriage fight in Kentucky faces moment of truth Tuesday: The Supreme Court ruled against the county clerk...,Facilities,Neutral
The scene when Ice Cube raps @ the club for the 1st time. Man.,Others,Neutral
Congress President Sonia Gandhi &amp; Rahul Gandhi asked to appear in the court on December 19 at 3 pm Very Good.,Facilities,Neutral
"The wait staff looked like they were bussed in from a homeless shelter. The strange hostesses seated my party of 4, & it took 25 minutes to get our first beers. Ordered an app & left 25 minutes later, the lobster nachos never came, which sucked because I was quote excited about those. The place is g",Administration,Negative
"I've been to Cajun Queen a few times now and I've been extremely satisfied with both the high level of customer service and also the food quality.  First, I showed up about 20 minutes late for my reservation (I know, I'm that guy) and they were able to seat us right away on a Friday night.  No quest",Mess,Positive
"It's Friday night, at home sipping on some Crown Royal Whisky, listening to AC/DC, talking and tweeting with friends. Life is good!",Hostel,Positive
Student activity approvals are delayed making event planning impossible.,Administration,Negative
Hillary's Computer Tech to Plead the Fifth; Congress May Offer a Deal - The New American,Facilities,Neutral
It's a Bob Marley morning! I may or may not have been dancing up and down the hall to the copier. ;),Facilities,Positive
Also...is it just a teeny bit gay that they want to spend their friday night wanking on a biscuit together?,Hostel,Negative
"And that's why SCOTUS has the last word on what laws states may enact and enforce. Hence ""Supreme Court.""",Facilities,Positive
"all the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .",Academics,Negative
Campus lacks proper signage and navigation systems for visitors,Facilities,Negative
"Now, don't think I haven't been anywhere. I have dined at elite restaurants as well as common places like this one. This location is very clean yet comes with a bit of a wait. The food is hot and fresh. The staff is very accommodating as well. They have not messed up my order.",Administration,Positive
"""Town Hall with Gov. John Kasich in West Lebanon, New Hampshire on Wednesday, September 2 ...: John Kasich in W...",Facilities,Neutral
Administrative offices have inconvenient hours that conflict with class schedules.,Administration,Negative
Campus internet speed is adequate for routine academic tasks.,Academics,Neutral
"Unfortunately, I was not all that impressed with Bernie's.  It's a shame it's the only real photography store in the city, but they could definitley do better.\n\nAs part of a black and white photography class, I needed to pick up film and photo paper, among a few other things.  While Bernie's had e",Academics,Negative
Lots of appointments booked in for Shaun's trip to the satellite office in Haltwhistle tomorrow. Its good to keep him busy!,Administration,Positive
wearing a nirvana shirt for the first time since 9th grade,Academics,Neutral
"I don't care for this Giant Eagle, and that is being kind. The only reason I ever go here is for a quick item or two. My ideas for grabbing something in a \""quick\"" manner always end up being terrible because there is nothing quick about this place. The staff is generally unfriendly except for a few",Administration,Negative
Grievance handling exists but effectiveness varies from case to case,Others,Neutral
"I agree with most of the group.  A hidden gem here in Charlotte.  As you sit in the restaurant and watch the horse and carriage go by, you feel like you're in some other city.\nGreat atmosphere and food.\nThis was me and my husband's first date...per my suggestion(he was new to town).",Mess,Positive
"Nice, cheap diner food with a great, homie little vibe. Plenty of interesting people drop through all the time, and there's always good conversation.\n\nThe service is occasionally a bit slow when the diner fills up, but it's not usually much of a problem. The food isn't exemplary, but considering t",Mess,Positive
i like this place when they have it all together. some times the service is great sometimes not so much. Sometimes the food is good sometimes its great. but its always good and they have a ton of beer to choose from both on tap and bottles. go before 7 for the happy hour and the best drink and food,Mess,Positive
"""When Tom Brady comes out to Public Service Announcement on Thursday night, I am 100% going to cream my pants""",Administration,Positive
"In most cases, the campus grounds are maintained but landscaping could be improved.",Facilities,Neutral
I wish I could give this quarter stars. I was torn about how I should rate this restaurant because some of my food here was excellent but some could have been better. I still gave it a four star review because it was certainly better than 'a-ok' but a four seems to be a bit of a stretch. If I had to,Mess,Positive
"As a former employee of Cedar Point (one of the sister parks in the CedarFair Company), Carowinds does not exceed what Cedar Point has to offer.\n\nMy biggest disappointment, as Cedar Point offers their HallowWeekends in their daily passes, Carowinds has you pay an additional amount to experience th",Others,Negative
"Flights we're canceled so I needed to drive 8 hours home. Upon return, there was NO ONE there ready for my return. The attendants were in their small stations and would not scan my vehicle. They told me to go to the main office counter. When I got there, the line was out the door with people waiting",Administration,Negative
"I took my dog here to be boarded.  He came home unhappy, but I didn't think much of it (maybe he just missed us).   I used them a second time to groom my dog.  This is where the problem arose.  When I went to pick up my dog, they gave me someone elses pet.  Even though this was a chocolate lab (like",Facilities,Negative
Faculty research activities are focused on their specialization areas.,Faculty,Neutral
SHIT HOLE!!!  Too bad 0 stars is not an option here.  The staff and management are rude and only want money.  Someone sprayed pepper spray and sent multiple patrons to the ER and the staff just sat there like they could care less.  Save yourself the trouble and just flush your money down the toilet!,Administration,Negative
"Donatelli's is absolutely terrific--one of those local gems that make the Bloomfield neighborhood so wonderful.  Whenever I'm in the area, I make it a point to stop here.  Being that I'm half Italian, I love coming here.  The help here is really friendly,\n\nAlyson is right, try the biscotti!  As fo",Faculty,Positive
49ers vs. Cardinals: Vernon Davis and Key Players for Both Teams: The Monday night matchup between the San Franc...,Hostel,Neutral
"After being a loyal customer to this location and a UPS My Choice customer, I was extremely disappointed in their policy over a mishandled package. I attempted to send a birthday present to my father in Atlanta and after it did not arrive in time, it show up back at our house in Charlotte. I was tol",Administration,Negative
"I personally enjoyed my recent visit to Bar Louie with a friend but completely understand the poor reviews on help. The restaurant is pricey for what it is, and our waitress was a bit lackluster.\n\nSo why does Bar Louie get 3 stars? Happy Hour and a nice patio!\n\nHappy Hour is on Monday-Friday fro",Faculty,Neutral
"I only got a tear in my sweater sewn together, but my experience was far from pleasant, even expecting nothing special when I walked into the place.  \n\nI went to the dry cleaner out of convenience as I live right in Regent Square.  I took my sweater to the dry cleaner on 2/19/2013 for a tear in th",Others,Negative
The administration fails to ensure that computer labs have insufficient systems for the growing student population,Facilities,Negative
"Amazon may intro a 6-inch, $50 tablet - half the price of its current low-priced model, for the holiday season",Administration,Positive
"""Supreme Court. """"Gay Marriage."""" Kentucky Clerk Jailed. The Rule of Lawlessness. Today, a clerk in Kentucky. Tomorrow, the rest of us.""",Administration,Negative
"It's an airport, but free WiFi that is pretty decent.  Hard to complain, it's a necessity.  It's clean, decent selection of restaurants, and when I'm there it looks better because of my whippin cool sweat headband, yeah, you can find me.",Facilities,Neutral
"""In 4th Form our English teacher made us study Kane and Abel by Jeffrey Archer. Scarred for life. From the shitty writing, not the sex scenes""",Academics,Negative
"The worst place on earth. Lines are ridiculous no matter what time you arrive, customer service is deplorable and there are never enough parking spaces. This place rivals the dmv and social security office, Time Warner is a monopoly in Charlotte so it doesn't have to worry with how it treats it's cu",Administration,Negative
Our favorite pizza and a great family ownership and atmosphere.  We have a tradition on Friday night we go and pick Julianas Pizza up and the kids as well as mom and dad eat it all!  Also they have homemade coconut cream pie and brownies that are second to none!,Hostel,Positive
Some say Gov. John Kasich won Thursday's GOP debate. See our analysis and vote for the night's top performer:,Hostel,Neutral
Hungry Russians may buy more US food with WTO forcing tariff rollback. Details at: No longer poking fingers at us.,Mess,Neutral
"I don't go to the Stampede parade either, but, I still support it. Pride parade isn't a mandatory event.",Faculty,Neutral
Teacher: the sun is the hottest thing we know to exist. Me: have you seen David Beckham?,Faculty,Positive
I\u2019m guessing the night of the 16th is gonna work the best. Invited you and Nick on FB.,Hostel,Positive
"Great staff, very attentive Clean and organized.",Administration,Positive
"If I could, I would give this poor excuse for a managment company \""0\"" stars.  I've barely in my place for 2 weeks and have had all sorts of problems.  Let's see the second day I moved in, the bathroom ceiling started to leak and then ultimately fell.  I was told that upon the initial complaint of",Administration,Negative
Medical facilities include mental health and counseling services,Facilities,Positive
Campus provides excellent facilities for environmental sustainability initiatives,Facilities,Positive
Rahul Gandhi and soniya have a mon mon policy for the big problems to escap Fresh khaiye juban pe lagam lagaiye,Administration,Negative
kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,Academics,Negative
"So you walk in and proceed to the counter.  You order the pizza with whatever toppings you so desire.  You get handed your drink cups and a number to put on your table and try and find a seat.  Maybe a 15 to 20 minute wait for your pizza.  Your pizza comes out and...... \""what the hell is this?  Tak",Mess,Positive
"I called this Sam's Club to order some sheet cakes on behalf of a friend who is a member and was going to be the one picking up the cakes. The \""ladies\"" in the bakery who answered the phone were extremely rude and unhelpful, even when I asked to speak to a manager. I have never in my life encounter",Others,Negative
while much of the cast has charm -- especially allodi and nolden -- the performers are sunk by the film's primitive approach to the mechanics of comedy .,Faculty,Negative
Anybody going to that 4th of July pool party in Knollwood?,Facilities,Neutral
Academic excellence is recognized through scholarships and merit-based awards,Academics,Positive
"It's locally owned. The building is old and historic. The inside has a very cool atmosphere.  It's within walking distance of my house.  For all of these reasons, I really, really want to like this place.  However, the food just isn't that great.  I've been three times now and each time I was pretty",Facilities,Neutral
"We stopped by after a movie matinee. The atmosphere is nice and the food is good, the service is just ok. It look several minutes to be greeted after we sat at the bar. We ordered the tuscan beans with crostini and the calamari.  Both were good. I don't know if the wine pour was a usual for them, bu",Mess,Neutral
RT RT if Michael Jackson is the first thing you think of when you wake up & the last thing you think about at night,Hostel,Neutral
"Rumor is that Apple's big announcement tomorrow is a giant iPad. Please, God -- please let them call it the MaxiPad!",Administration,Positive
